state_abbr,city,street,city_slug,street_slug,url
DC,Washington,3113 14th St Nw,washington,3113-14th-st-nw,https://locations.chipotle.com/dc/washington/3113-14th-st-nw
CT,Shelton,701 Bridgeport Ave,shelton,701-bridgeport-ave,https://locations.chipotle.com/ct/shelton/701-bridgeport-ave
CT,Hamden,2165 Dixwell Ave,hamden,2165-dixwell-ave,https://locations.chipotle.com/ct/hamden/2165-dixwell-ave
CT,Fairfield,340 Grasmere Ave,fairfield,340-grasmere-ave,https://locations.chipotle.com/ct/fairfield/340-grasmere-ave
CT,Darien,I 95 Darien Nb Service Plaza,darien,i-95-darien-nb-service-plaza,https://locations.chipotle.com/ct/darien/i-95-darien-nb-service-plaza
CT,Wallingford,1094 N Colony Rd,wallingford,1094-n-colony-rd,https://locations.chipotle.com/ct/wallingford/1094-n-colony-rd
CT,Branford,2 Commercial Pkwy,branford,2-commercial-pkwy,https://locations.chipotle.com/ct/branford/2-commercial-pkwy
CT,Bridgeport,275 E Main St,bridgeport,275-e-main-st,https://locations.chipotle.com/ct/bridgeport/275-e-main-st
CT,Riverside,1233 E Putnam Ave,riverside,1233-e-putnam-ave,https://locations.chipotle.com/ct/riverside/1233-e-putnam-ave
CT,Darien,71 Post Rd,darien,71-post-rd,https://locations.chipotle.com/ct/darien/71-post-rd
CT,Danbury,115 Mill Plain Rd,danbury,115-mill-plain-rd,https://locations.chipotle.com/ct/danbury/115-mill-plain-rd
CT,New Haven,910 Chapel St,new-haven,910-chapel-st,https://locations.chipotle.com/ct/new-haven/910-chapel-st
CT,Milford,1319 Boston Post Rd,milford,1319-boston-post-rd,https://locations.chipotle.com/ct/milford/1319-boston-post-rd
AL,Tuscaloosa,1203 University Blvd,tuscaloosa,1203-university-blvd,https://locations.chipotle.com/al/tuscaloosa/1203-university-blvd
CT,West Haven,354 Saw Mill Rd,west-haven,354-saw-mill-rd,https://locations.chipotle.com/ct/west-haven/354-saw-mill-rd
AL,Tuscaloosa,1800 Mcfarland Blvd E,tuscaloosa,1800-mcfarland-blvd-e,https://locations.chipotle.com/al/tuscaloosa/1800-mcfarland-blvd-e
AL,Birmingham,300 20th St S,birmingham,300-20th-st-s,https://locations.chipotle.com/al/birmingham/300-20th-st-s
AL,Birmingham,3220 Morrow Rd,birmingham,3220-morrow-rd,https://locations.chipotle.com/al/birmingham/3220-morrow-rd
AL,Vestavia Hills,1031 Montgomery Hwy,vestavia-hills,1031-montgomery-hwy,https://locations.chipotle.com/al/vestavia-hills/1031-montgomery-hwy
AL,Hoover,1759 Montgomery Hwy,hoover,1759-montgomery-hwy,https://locations.chipotle.com/al/hoover/1759-montgomery-hwy
AL,Birmingham,4719 Highway 280,birmingham,4719-highway-280,https://locations.chipotle.com/al/birmingham/4719-highway-280
WA,Tukwila,2800 Southcenter Mall,tukwila,2800-southcenter-mall,https://locations.chipotle.com/wa/tukwila/2800-southcenter-mall
WA,Seattle,1415 Broadway,seattle,1415-broadway,https://locations.chipotle.com/wa/seattle/1415-broadway
WA,Seattle,401 Ne Northgate Way,seattle,401-ne-northgate-way,https://locations.chipotle.com/wa/seattle/401-ne-northgate-way
WA,Seattle,12725 Lake City Way Ne,seattle,12725-lake-city-way-ne,https://locations.chipotle.com/wa/seattle/12725-lake-city-way-ne
WA,Tukwila,17250 Southcenter Pkwy,tukwila,17250-southcenter-pkwy,https://locations.chipotle.com/wa/tukwila/17250-southcenter-pkwy
WA,Seattle,2626 Ne 46th St,seattle,2626-ne-46th-st,https://locations.chipotle.com/wa/seattle/2626-ne-46th-st
WA,Seattle,4229 University Way Ne,seattle,4229-university-way-ne,https://locations.chipotle.com/wa/seattle/4229-university-way-ne
WA,Seattle,1501 4th Ave,seattle,1501-4th-ave,https://locations.chipotle.com/wa/seattle/1501-4th-ave
WA,Seattle,212 Westlake Ave N,seattle,212-westlake-ave-n,https://locations.chipotle.com/wa/seattle/212-westlake-ave-n
WA,Seattle,4730 California Ave Sw,seattle,4730-california-ave-sw,https://locations.chipotle.com/wa/seattle/4730-california-ave-sw
ME,Bangor,583 Stillwater Ave,bangor,583-stillwater-ave,https://locations.chipotle.com/me/bangor/583-stillwater-ave
ME,Portland,195 Kennebec St,portland,195-kennebec-st,https://locations.chipotle.com/me/portland/195-kennebec-st
ME,South Portland,359 Maine Mall Rd,south-portland,359-maine-mall-rd,https://locations.chipotle.com/me/south-portland/359-maine-mall-rd
ME,Westbrook,11 Main St,westbrook,11-main-st,https://locations.chipotle.com/me/westbrook/11-main-st
ID,Boise,305 S 6th St,boise,305-s-6th-st,https://locations.chipotle.com/id/boise/305-s-6th-st
ID,Meridian,2126 N Eagle Rd,meridian,2126-n-eagle-rd,https://locations.chipotle.com/id/meridian/2126-n-eagle-rd
ID,Boise,205 N Milwaukee St,boise,205-n-milwaukee-st,https://locations.chipotle.com/id/boise/205-n-milwaukee-st
ID,Boise,7610 W State Street,boise,7610-w-state-street,https://locations.chipotle.com/id/boise/7610-w-state-street
CA,Modesto,3401 Dale Rd,modesto,3401-dale-rd,https://locations.chipotle.com/ca/modesto/3401-dale-rd
CA,Modesto,1801 Mchenry Ave,modesto,1801-mchenry-ave,https://locations.chipotle.com/ca/modesto/1801-mchenry-ave
CA,Lodi,2310 Tienda Dr,lodi,2310-tienda-dr,https://locations.chipotle.com/ca/lodi/2310-tienda-dr
CA,Stockton,10710 Trinity Pkwy,stockton,10710-trinity-pkwy,https://locations.chipotle.com/ca/stockton/10710-trinity-pkwy
CA,Stockton,4940 Pacific Ave,stockton,4940-pacific-ave,https://locations.chipotle.com/ca/stockton/4940-pacific-ave
CA,Turlock,3090 Countryside Dr,turlock,3090-countryside-dr,https://locations.chipotle.com/ca/turlock/3090-countryside-dr
CA,Merced,3110 R St,merced,3110-r-st,https://locations.chipotle.com/ca/merced/3110-r-st
CA,Manteca,1442 Hulsey Way,manteca,1442-hulsey-way,https://locations.chipotle.com/ca/manteca/1442-hulsey-way
CA,Tracy,2512 Naglee Rd,tracy,2512-naglee-rd,https://locations.chipotle.com/ca/tracy/2512-naglee-rd
CA,Riverbank,2207 Claribel Rd,riverbank,2207-claribel-rd,https://locations.chipotle.com/ca/riverbank/2207-claribel-rd
TX,San Antonio,849 E Commerce St,san-antonio,849-e-commerce-st,https://locations.chipotle.com/tx/san-antonio/849-e-commerce-st
TX,San Antonio,438 Nw Loop 410,san-antonio,438-nw-loop-410,https://locations.chipotle.com/tx/san-antonio/438-nw-loop-410
TX,San Antonio,1201 N Loop 1604 W,san-antonio,1201-n-loop-1604-w,https://locations.chipotle.com/tx/san-antonio/1201-n-loop-1604-w
TX,San Antonio,190 W Bitters Rd,san-antonio,190-w-bitters-rd,https://locations.chipotle.com/tx/san-antonio/190-w-bitters-rd
TX,San Antonio,22106 Us Highway 281 N,san-antonio,22106-us-highway-281-n,https://locations.chipotle.com/tx/san-antonio/22106-us-highway-281-n
TX,San Antonio,11411 Bandera Rd,san-antonio,11411-bandera-rd,https://locations.chipotle.com/tx/san-antonio/11411-bandera-rd
TX,San Antonio,8227 State Highway 151,san-antonio,8227-state-highway-151,https://locations.chipotle.com/tx/san-antonio/8227-state-highway-151
TX,Selma,14540 Forum Pkwy,selma,14540-forum-pkwy,https://locations.chipotle.com/tx/selma/14540-forum-pkwy
TX,San Antonio,4727 Medical Dr,san-antonio,4727-medical-dr,https://locations.chipotle.com/tx/san-antonio/4727-medical-dr
TX,San Antonio,5623 W Loop 1604 N,san-antonio,5623-w-loop-1604-n,https://locations.chipotle.com/tx/san-antonio/5623-w-loop-1604-n
TX,San Antonio,11745 W Interstate 10,san-antonio,11745-w-interstate-10,https://locations.chipotle.com/tx/san-antonio/11745-w-interstate-10
TX,San Antonio,3928 Broadway,san-antonio,3928-broadway,https://locations.chipotle.com/tx/san-antonio/3928-broadway
TX,San Antonio,7322 Jones Maltsberger Rd,san-antonio,7322-jones-maltsberger-rd,https://locations.chipotle.com/tx/san-antonio/7322-jones-maltsberger-rd
NY,New York,680 Avenue Of The Americas,new-york,680-avenue-of-the-americas,https://locations.chipotle.com/ny/new-york/680-avenue-of-the-americas
NY,New York,234 5th Ave,new-york,234-5th-ave,https://locations.chipotle.com/ny/new-york/234-5th-ave
NY,New York,1020 3rd Ave,new-york,1020-3rd-ave,https://locations.chipotle.com/ny/new-york/1020-3rd-ave
NY,New York,2843 Broadway,new-york,2843-broadway,https://locations.chipotle.com/ny/new-york/2843-broadway
NY,New York,805 Columbus Ave,new-york,805-columbus-ave,https://locations.chipotle.com/ny/new-york/805-columbus-ave
NY,New York,404 Broadway,new-york,404-broadway,https://locations.chipotle.com/ny/new-york/404-broadway
NY,New York,286 1st Ave,new-york,286-1st-ave,https://locations.chipotle.com/ny/new-york/286-1st-ave
NY,New York,504 Avenue Of The Americas,new-york,504-avenue-of-the-americas,https://locations.chipotle.com/ny/new-york/504-avenue-of-the-americas
NY,New York,620 9th Ave,new-york,620-9th-ave,https://locations.chipotle.com/ny/new-york/620-9th-ave
NY,New York,1379 Avenue Of The Americas,new-york,1379-avenue-of-the-americas,https://locations.chipotle.com/ny/new-york/1379-avenue-of-the-americas
NY,New York,864 Broadway,new-york,864-broadway,https://locations.chipotle.com/ny/new-york/864-broadway
NY,New York,117 E 14th St,new-york,117-e-14th-st,https://locations.chipotle.com/ny/new-york/117-e-14th-st
NY,New York,325 S End Ave,new-york,325-s-end-ave,https://locations.chipotle.com/ny/new-york/325-s-end-ave
NY,New York,304 W 34th St,new-york,304-w-34th-st,https://locations.chipotle.com/ny/new-york/304-w-34th-st
NY,New York,71 Spring St,new-york,71-spring-st,https://locations.chipotle.com/ny/new-york/71-spring-st
NY,New York,2 Broadway,new-york,2-broadway,https://locations.chipotle.com/ny/new-york/2-broadway
NY,New York,9 W 42nd St,new-york,9-w-42nd-st,https://locations.chipotle.com/ny/new-york/9-w-42nd-st
NY,New York,906 3rd Ave,new-york,906-3rd-ave,https://locations.chipotle.com/ny/new-york/906-3rd-ave
NY,New York,281 Broadway,new-york,281-broadway,https://locations.chipotle.com/ny/new-york/281-broadway
NY,New York,25 W 45th St,new-york,25-w-45th-st,https://locations.chipotle.com/ny/new-york/25-w-45th-st
NY,New York,1153 Third Avenue,new-york,1153-third-avenue,https://locations.chipotle.com/ny/new-york/1153-third-avenue
NY,New York,4009 Broadway,new-york,4009-broadway,https://locations.chipotle.com/ny/new-york/4009-broadway
NY,New York,275 Greenwich Street,new-york,275-greenwich-street,https://locations.chipotle.com/ny/new-york/275-greenwich-street
NY,New York,129 W 48th St,new-york,129-w-48th-st,https://locations.chipotle.com/ny/new-york/129-w-48th-st
NY,New York,269 Amsterdam Ave,new-york,269-amsterdam-ave,https://locations.chipotle.com/ny/new-york/269-amsterdam-ave
NY,New York,149 8th Ave,new-york,149-8th-ave,https://locations.chipotle.com/ny/new-york/149-8th-ave
NY,New York,283 7th Ave,new-york,283-7th-ave,https://locations.chipotle.com/ny/new-york/283-7th-ave
NY,New York,125 E 23rd St,new-york,125-e-23rd-st,https://locations.chipotle.com/ny/new-york/125-e-23rd-st
NY,New York,625 Broadway,new-york,625-broadway,https://locations.chipotle.com/ny/new-york/625-broadway
NY,New York,604 2nd Ave,new-york,604-2nd-ave,https://locations.chipotle.com/ny/new-york/604-2nd-ave
NY,New York,274 Madison Avenue,new-york,274-madison-avenue,https://locations.chipotle.com/ny/new-york/274-madison-avenue
NY,New York,464 Park Ave S,new-york,464-park-ave-s,https://locations.chipotle.com/ny/new-york/464-park-ave-s
NY,New York,150 E 44th St,new-york,150-e-44th-st,https://locations.chipotle.com/ny/new-york/150-e-44th-st
NY,New York,72 W 125th St,new-york,72-w-125th-st,https://locations.chipotle.com/ny/new-york/72-w-125th-st
NY,New York,100 Maiden Ln,new-york,100-maiden-ln,https://locations.chipotle.com/ny/new-york/100-maiden-ln
NY,New York,320 Park Ave,new-york,320-park-ave,https://locations.chipotle.com/ny/new-york/320-park-ave
NY,New York,150 E 52nd St,new-york,150-e-52nd-st,https://locations.chipotle.com/ny/new-york/150-e-52nd-st
NY,New York,235 W 56th Street,new-york,235-w-56th-street,https://locations.chipotle.com/ny/new-york/235-w-56th-street
NY,New York,854 8th Ave,new-york,854-8th-ave,https://locations.chipotle.com/ny/new-york/854-8th-ave
NY,New York,28 W 40th St,new-york,28-w-40th-st,https://locations.chipotle.com/ny/new-york/28-w-40th-st
NY,New York,501 Fashion Ave,new-york,501-fashion-ave,https://locations.chipotle.com/ny/new-york/501-fashion-ave
NY,New York,2298 Broadway,new-york,2298-broadway,https://locations.chipotle.com/ny/new-york/2298-broadway
NY,New York,111 Fulton St,new-york,111-fulton-st,https://locations.chipotle.com/ny/new-york/111-fulton-st
NY,New York,55 E 8th St,new-york,55-e-8th-st,https://locations.chipotle.com/ny/new-york/55-e-8th-st
CA,Los Angeles,1122 W 6th St,los-angeles,1122-w-6th-st,https://locations.chipotle.com/ca/los-angeles/1122-w-6th-st
CA,Los Angeles,3183 Wilshire Blvd,los-angeles,3183-wilshire-blvd,https://locations.chipotle.com/ca/los-angeles/3183-wilshire-blvd
CA,Los Angeles,601 W 7th St,los-angeles,601-w-7th-st,https://locations.chipotle.com/ca/los-angeles/601-w-7th-st
CA,Los Angeles,301 W Olympic Blvd,los-angeles,301-w-olympic-blvd,https://locations.chipotle.com/ca/los-angeles/301-w-olympic-blvd
CA,Los Angeles,3748 S Figueroa St,los-angeles,3748-s-figueroa-st,https://locations.chipotle.com/ca/los-angeles/3748-s-figueroa-st
CA,Los Angeles,2134 W Sunset Blvd,los-angeles,2134-w-sunset-blvd,https://locations.chipotle.com/ca/los-angeles/2134-w-sunset-blvd
TX,Plano,6202 W Park Blvd,plano,6202-w-park-blvd,https://locations.chipotle.com/tx/plano/6202-w-park-blvd
TX,Dallas,3701 W Northwest Hwy,dallas,3701-w-northwest-hwy,https://locations.chipotle.com/tx/dallas/3701-w-northwest-hwy
TX,Dallas,2427 W Mockingbird Ln,dallas,2427-w-mockingbird-ln,https://locations.chipotle.com/tx/dallas/2427-w-mockingbird-ln
TX,Allen,103 Central Expy N,allen,103-central-expy-n,https://locations.chipotle.com/tx/allen/103-central-expy-n
TX,Dallas,4330 Lemmon Ave,dallas,4330-lemmon-ave,https://locations.chipotle.com/tx/dallas/4330-lemmon-ave
TX,Dallas,4502 Mckinney Ave,dallas,4502-mckinney-ave,https://locations.chipotle.com/tx/dallas/4502-mckinney-ave
TX,Rowlett,3109 Lakeview Pkwy,rowlett,3109-lakeview-pkwy,https://locations.chipotle.com/tx/rowlett/3109-lakeview-pkwy
TX,Dallas,2705 Mckinney Ave,dallas,2705-mckinney-ave,https://locations.chipotle.com/tx/dallas/2705-mckinney-ave
TX,Dallas,6471 E Northwest Hwy,dallas,6471-e-northwest-hwy,https://locations.chipotle.com/tx/dallas/6471-e-northwest-hwy
TX,Dallas,11613 N Central Expy,dallas,11613-n-central-expy,https://locations.chipotle.com/tx/dallas/11613-n-central-expy
PA,Philadelphia,3925 Walnut St,philadelphia,3925-walnut-st,https://locations.chipotle.com/pa/philadelphia/3925-walnut-st
PA,Philadelphia,1100 W Montgomery Ave,philadelphia,1100-w-montgomery-ave,https://locations.chipotle.com/pa/philadelphia/1100-w-montgomery-ave
PA,Trevose,3580 Horizon Blvd,trevose,3580-horizon-blvd,https://locations.chipotle.com/pa/trevose/3580-horizon-blvd
PA,Philadelphia,2327 Cottman Ave,philadelphia,2327-cottman-ave,https://locations.chipotle.com/pa/philadelphia/2327-cottman-ave
PA,Doylestown,569 N Main St,doylestown,569-n-main-st,https://locations.chipotle.com/pa/doylestown/569-n-main-st
PA,North Wales,30 Airport Square,north-wales,30-airport-square,https://locations.chipotle.com/pa/north-wales/30-airport-square
PA,Philadelphia,3400 Lancaster Ave,philadelphia,3400-lancaster-ave,https://locations.chipotle.com/pa/philadelphia/3400-lancaster-ave
PA,Warminster,25 W Street Rd,warminster,25-w-street-rd,https://locations.chipotle.com/pa/warminster/25-w-street-rd
PA,Dresher,1673 Limekiln Pike,dresher,1673-limekiln-pike,https://locations.chipotle.com/pa/dresher/1673-limekiln-pike
PA,Willow Grove,2618 W Moreland Rd,willow-grove,2618-w-moreland-rd,https://locations.chipotle.com/pa/willow-grove/2618-w-moreland-rd
PA,Philadelphia,9173 Roosevelt Blvd,philadelphia,9173-roosevelt-blvd,https://locations.chipotle.com/pa/philadelphia/9173-roosevelt-blvd
PA,Philadelphia,4030 City Avenue,philadelphia,4030-city-avenue,https://locations.chipotle.com/pa/philadelphia/4030-city-avenue
PA,Wyncote,2401 W Cheltenham Ave,wyncote,2401-w-cheltenham-ave,https://locations.chipotle.com/pa/wyncote/2401-w-cheltenham-ave
PA,Abington,1437 Old York Rd,abington,1437-old-york-rd,https://locations.chipotle.com/pa/abington/1437-old-york-rd
PA,Philadelphia,1512 Walnut Street,philadelphia,1512-walnut-street,https://locations.chipotle.com/pa/philadelphia/1512-walnut-street
OH,Lakewood,14881 Detroit Ave,lakewood,14881-detroit-ave,https://locations.chipotle.com/oh/lakewood/14881-detroit-ave
OH,Euclid,22250 Lake Shore Blvd,euclid,22250-lake-shore-blvd,https://locations.chipotle.com/oh/euclid/22250-lake-shore-blvd
OH,Brooklyn,10325 Cascade Xing,brooklyn,10325-cascade-xing,https://locations.chipotle.com/oh/brooklyn/10325-cascade-xing
OH,Lyndhurst,24651 Cedar Rd,lyndhurst,24651-cedar-rd,https://locations.chipotle.com/oh/lyndhurst/24651-cedar-rd
OH,Warrensville Heights,4015 Richmond Rd,warrensville-heights,4015-richmond-rd,https://locations.chipotle.com/oh/warrensville-heights/4015-richmond-rd
OH,Cleveland,224 Euclid Ave,cleveland,224-euclid-ave,https://locations.chipotle.com/oh/cleveland/224-euclid-ave
OH,South Euclid,13937 Cedar Rd,south-euclid,13937-cedar-rd,https://locations.chipotle.com/oh/south-euclid/13937-cedar-rd
OH,Woodmere,28077 Chagrin Blvd,woodmere,28077-chagrin-blvd,https://locations.chipotle.com/oh/woodmere/28077-chagrin-blvd
OH,Garfield Heights,9761 Vista Way,garfield-heights,9761-vista-way,https://locations.chipotle.com/oh/garfield-heights/9761-vista-way
OH,Cleveland,11452 Euclid Ave,cleveland,11452-euclid-ave,https://locations.chipotle.com/oh/cleveland/11452-euclid-ave
OH,Cleveland,16729 Lorain Ave,cleveland,16729-lorain-ave,https://locations.chipotle.com/oh/cleveland/16729-lorain-ave
OH,Cleveland,11638 Clifton Blvd,cleveland,11638-clifton-blvd,https://locations.chipotle.com/oh/cleveland/11638-clifton-blvd
OH,Independence,6901 Rockside Rd,independence,6901-rockside-rd,https://locations.chipotle.com/oh/independence/6901-rockside-rd
IL,Champaign,528 E Green St,champaign,528-e-green-st,https://locations.chipotle.com/il/champaign/528-e-green-st
IL,Effingham,1207 N Keller Dr,effingham,1207-n-keller-dr,https://locations.chipotle.com/il/effingham/1207-n-keller-dr
IL,Champaign,903 W Anthony Dr,champaign,903-w-anthony-dr,https://locations.chipotle.com/il/champaign/903-w-anthony-dr
IL,Springfield,2579 Wabash Ave,springfield,2579-wabash-ave,https://locations.chipotle.com/il/springfield/2579-wabash-ave
MN,Duluth,1600 Miller Trunk Hwy,duluth,1600-miller-trunk-hwy,https://locations.chipotle.com/mn/duluth/1600-miller-trunk-hwy
IN,Valparaiso,2505 Laporte Ave,valparaiso,2505-laporte-ave,https://locations.chipotle.com/in/valparaiso/2505-laporte-ave
IN,Portage,6040 Us Highway 6,portage,6040-us-highway-6,https://locations.chipotle.com/in/portage/6040-us-highway-6
IN,Munster,8201 Calumet Ave,munster,8201-calumet-ave,https://locations.chipotle.com/in/munster/8201-calumet-ave
IN,Michigan City,5218 Franklin St,michigan-city,5218-franklin-st,https://locations.chipotle.com/in/michigan-city/5218-franklin-st
IN,Highland,10343 Indianapolis Blvd,highland,10343-indianapolis-blvd,https://locations.chipotle.com/in/highland/10343-indianapolis-blvd
LA,Baton Rouge,101 W State St,baton-rouge,101-w-state-st,https://locations.chipotle.com/la/baton-rouge/101-w-state-st
LA,Gonzales,2410 Tanger Blvd,gonzales,2410-tanger-blvd,https://locations.chipotle.com/la/gonzales/2410-tanger-blvd
GA,Albany,2630 Dawson Rd,albany,2630-dawson-rd,https://locations.chipotle.com/ga/albany/2630-dawson-rd
FL,Fort Myers,8061 Dani Dr,fort-myers,8061-dani-dr,https://locations.chipotle.com/fl/fort-myers/8061-dani-dr
FL,Fort Myers,10010 University Plaza Drive,fort-myers,10010-university-plaza-drive,https://locations.chipotle.com/fl/fort-myers/10010-university-plaza-drive
